university_id,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,akreditasi,Status ,rank_qs,rank_country
383,Universitas Sains Dan Teknologi Jayapura,141002,USTJ,99351,0967581659; 582449,,ustj.papua21@gmail.com,"Jl Raya Sentani Padang Bulan Abepura, Jayapura - Papua",Jayapura,Papua,Baik,swasta,,
384,Institut Bio Scientia Internasional Indonesia,32016,i3L,13210,2129567899,,operations@i3l.ac.id,Jl. Pulomas Barat Kav 88,Administrasi Jakarta Timur,DKI Jakarta,Baik Sekali,swasta,,
385,Universitas Panca Marga,71038,UPM,67271,+62 335 422715,,baak@upm.ac.id,Jl Yos Sudarso Pabean Dringu,Probolinggo,Jawa Timur,Baik,swasta,,
386,Universitas Nahdlatul Ulama Sidoarjo,71082,UNUSIDA,61218,(031)8079900/8949736,,unu@unusida.ac.id,Jalan Monginsidi Dalam Kav. DPR Sidoklumpuk Sidoarjo,Sidoarjo,Jawa Timur,Baik Sekali,swasta,,
387,Universitas Muhammadiyah Buton,91032,UM Buton,93712,0402 2827038,,rektorat@umbuton.ac.id,"Jalan Betoambari No 36, Lanto, Batupoara",Bau Bau,Sulawesi Tenggara,Baik Sekali,swasta,,
388,Universitas Islam Nusantara,41003,Uninus,40286,(022)7509656,,info@uninus.ac.id,Jalan Soekarno-Hatta No. 530,Bandung,Jawa Barat,Baik Sekali,swasta,,
389,Universitas Satyagama,31031,UGAMA,11730,(021) 545237778,,info@satyagama.ac.id,Jalan Kamal Raya No 2-A Cengkareng,Administrasi Jakarta Barat,DKI Jakarta,Baik,swasta,,
390,Universitas Tompotika Luwuk,161009,UNTIKA Luwuk,94715,461324027,,untika.luwuk67@gmail.com,Jalan Dewi Sartika No 67 Luwuk,Banggai,Sulawesi Tengah,Baik,swasta,,
391,Universitas Sari Mutiara Indonesia,11045,USM-Indonesia,20123,85361670151,,info@sari-mutiara.ac.id,Jalan Kapten Muslim No. 79 Medan,Labuhanbatu Selatan,Sumatera Utara,Baik Sekali,swasta,,
392,Universitas Janabadra,51003,UJB,55231,(0274)561039,,info@janabadra.ac.id,Jl Tentara Rakyat Mataram 55,Yogyakarta,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
393,Universitas Dirgantara Marsekal Suryadarma,31043,Unsurya,13610,021  8093475,,baaunsurya1@gmail.com,"Komplek Bandar Udara Halim Perdanakusuma
Jl Protokol Halim PK - Jakarta",Kepulauan Talaud,Sulawesi Utara,Baik Sekali,swasta,,
394,Universitas Sangga Buana,41044,USB-YPKP,40124,227275489,,pddikti@usbypkp.ac.id,Jalan PHH Mustopa No 68,Bandung,Jawa Barat,Baik Sekali,swasta,,
395,Universitas Negeri Medan,1040,UNIMED,20221,"6,166,133,656,613,270",,admin@unimed.ac.id,Jalan Willem Iskandar Pasar V Medan Estate,Deli Serdang,Sumatera Utara,Unggul,negeri,,
396,Universitas Muhammadiyah Purworejo,61025,UMPwr,54111,275321494,,info@umpwr.ac.id,Jalan KH Ahmad Dahlan No 3,Purworejo,Jawa Tengah,Baik Sekali,swasta,,
397,Universitas Mahendradatta,81001,UNMAR,80236,0361 434827,,mahendradattauniversitas@gmail.com,Jalan Ken Arok No 12,Denpasar,Bali,Baik,swasta,,
398,Universitas Sebelas Maret,1027,UNS,57126,0271 646994,,admin-uns@uns.ac.id,Jalan Ir Sutami 36-A Kentingan,Surakarta,Jawa Tengah,Unggul,negeri,1005.0,13.0
399,Institut Keuangan-Perbankan Dan Informatika Asia Perbanas,32011,IKPIA Perbanas,12940,21522250104,,contact@perbanas.id,"Jl Perbanas, Karet Kuningan",Bombana,Sulawesi Tenggara,Baik Sekali,swasta,,
400,Institut Ilmu Kesehatan Bhakti Wiyata Kediri,72015,IIK Bhakta,64100,354773299,,admin@iik.ac.id,Jl KH Wachid Hasyim No 65,Kediri,Jawa Timur,Baik Sekali,swasta,,
401,Universitas Nurul Jadid,71094,UNUJA,67291,8883077077,,unuja@unuja.ac.id,"PP Nurul Jadid Pox Box 1, Karanganyar, Paiton",Probolinggo,Jawa Timur,Baik Sekali,swasta,,
402,Universitas Subang,41042,UNSUB,41285,2604240927,,info@unsub.ac.id,Jalan RA Kartini KM 3 Subang,Subang,Jawa Barat,Baik Sekali,swasta,,
403,Universitas Nusantara PGRI Kediri,71072,UN PGRI KEDIRI,64112,"(0354)771503, 771576",,admin@unpkediri.ac.id,Jl KH Achmad Dahlan 76 Mojoroto,Kediri,Jawa Timur,Baik Sekali,swasta,,
404,Universitas Mathla ul Anwar,41032,UNMA,42273,(0253)401307,,info@unmabanten.ac.id,Jl Raya Labuan KM 23 Saketi  Kab. Pandeglang - Banten,Pandeglang,Banten,Baik Sekali,swasta,,
405,Universitas Sam Ratulangi,1012,UNSRAT,95115,431863886,,rektorat@unsrat.ac.id,Kampus Unsrat Bahu,Manado,Sulawesi Utara,Unggul,negeri,,
406,Universitas Nahdlatul Ulama Indonesia,31061,UNUSIA,10320,213906501,,sekretariat@unusia.ac.id,"Taman Amir Hamzah No.5 Kelurahan Pegangsaan, Kecamatan Menteng",Tasikmalaya,Jawa Barat,Baik,swasta,,
407,Universitas Persada Indonesia Yai,31020,UPI Y.A.I,10340,3926000,,rektorat@upi-yai.ac.id,"Jalan Diponegoro No. 74
Menteng, Jakarta Pusat",Administrasi Jakarta Pusat,DKI Jakarta,Baik Sekali,swasta,,
408,Universitas Muhammadiyah Pare-pare,91024,UMPAR,91111,(0421) 2275725524,,umpar_10mei1999@yahoo.co.id,Jalan Jenderal Ahmad Yani KM 6,Pare Pare,Sulawesi Selatan,Baik Sekali,swasta,,
409,Universitas Djuanda,41019,UNIDA BOGOR,16720,2518240773,,rektorat@unida.ac.id,Jalan Tol Ciawi No.1 Ciawi Bogor,Bogor,Jawa Barat,Baik Sekali,swasta,,
410,Universitas Hindu Indonesia,81009,UNHI Denpasar,80238,361464700,,infos1@unhi.ac.id,"Jalan Sangalangit Tembau, Penatih",Denpasar,Bali,Baik Sekali,swasta,,
411,Universitas Nahdlatul Ulama Cirebon,41054,UNU Cirebon,45111,231235900,,operator@unucirebon.ac.id,Jalan Sisingamangaraja nomor 33 - Cirebon,Cirebon,Jawa Barat,Baik,swasta,,
412,Universitas Lakidende Unaaha,91021,UNILAKI,93461,4082421777,,Info@unilaki.ac.id,Jl Sultan Hasanuddin No 234,Konawe,Sulawesi Tenggara,Baik,swasta,,
413,Universitas Batanghari Jambi,101008,Unbari,36122,0741 60673,,rektorat@unbari.ac.id,"Jalan Slamet Riyadi - Broni, Kec. Telanaipura -  Jambi",Jambi,Jambi,Baik Sekali,swasta,,
414,Universitas Nahdlatul Ulama Sunan Giri,71088,UNUGIRI,62115,(0353) 887341,,unugiri.bjn@gmail.com,Jl. A. Yani No. 10,Bojonegoro,Jawa Timur,Baik,swasta,,
415,Universitas PGRI Wiranegara,71100,UNIWARA,67118,343421948,,univ.pgriwiranegara@gmail.com,"Jl Ki Hajar Dewantara No. 27-29, Kel. Tembokrejo, Kec. Purworejo",Kepulauan Talaud,Sulawesi Utara,Baik Sekali,swasta,,
416,Universitas 'Aisyiyah Surakarta,61057,-,57126,271631141,,pddikti@aiska-university.ac.id,"Jl. Ki Hajar Dewantoro No. 10, Kentingan Jebres",Surakarta,Jawa Tengah,Baik Sekali,swasta,,
417,Universitas Muhammadiyah Kendari,91036,UMK,93118,6.28E+12,,pddikti@umkendari.ac.id,Jalan KH Ahmad Dahlan No 10,Kendari,Sulawesi Tenggara,Baik Sekali,swasta,,
418,Universitas Katolik Parahyangan,41006,UNPAR,40141,0222032655 Pst. 110,,rektorat@unpar.ac.id,Jalan Ciumbuleuit No 94,Bandung,Jawa Barat,Unggul,swasta,,
419,Universitas Nahdlatul Ulama Kalimantan Barat,111022,UNU KALBAR,0,561731615,,humas@unukalbar.ac.id,Jl. KH. Ahmad Dahlan No. 72,Kubu Raya,Kalimantan Barat,Baik Sekali,swasta,,
420,Universitas Andalas,1006,Unand,25163,75171181,,rektor@unand.ac.id,Kampus Universitas Andalas Limau Manis,Padang,Sumatera Barat,Unggul,negeri,1403.0,22.0
421,Institut Teknologi Sawit Indonesia,12017,ITSI,20222,(061) 6637060,,medan@itsi.ac.id,Jalan Willem Iskandar (Jl. Pancing) Kelurahan Medan Estate Kecamatan Percut Sei Tuan,Deli Serdang,Sumatera Utara,Baik,swasta,,
422,Universitas Islam Negeri Raden Mas Said Surakarta,201021,UIN SAID SURAKARTA,57168,(0271)781516,,humas@uinsaid.ac.id,Jalan Pandawa Pucangan Kecamatan Kartasura Kabupaten Sukoharjo Propinsi Jawa Tengah No. telp (0271)781516 Fax: (0271)782774,Sukoharjo,Jawa Tengah,Unggul,swasta,,
423,Institut Sains Dan Teknologi Al-Kamal,32008,ISTA,11520,"5811088, 58350692",,info@ista.ac.id,"Jl. Raya Al-Kamal No. 2, Kedoya Selatan,
Kebon Jeruk, Jakarta Barat",Administrasi Jakarta Barat,DKI Jakarta,Baik,swasta,,
424,Universitas Hang Tuah,71056,UHT,60111,0315945864;5945894,,hangtuah@hangtuah.ac.id,Jl Arief Rachman Hakim No 150,Surabaya,Jawa Timur,Unggul,swasta,,
425,Universitas Nuku,121004,UNNU,97812,9213168973,,tidore@univ-nuku.ac.id,Jl Pahlawan Nuku No 1 Soasio Halmahera Tengah,Tidore Kepulauan,Maluku Utara,Baik,swasta,,
426,Universitas Pendidikan Nasional,81004,Undiknas,80225,361723868,,info@undiknas.ac.id,Jl. Bedugul No. 39 Sidakarya,Denpasar,Bali,Baik Sekali,swasta,,
427,Universitas Abdurachman Saleh,71036,UNARS,68312,338671191,,unars_situbondo@unars.ac.id,Jalan PB Sudirman No 7,Situbondo,Jawa Timur,Baik Sekali,swasta,,
428,Universitas Simalungun,11005,USI,21139,0622 24670,,universitassimalungun1965@gmail.com,Jalan Sisingamangaraja Barat,Pematangsiantar,Sumatera Utara,Baik Sekali,swasta,,
429,Universitas Warmadewa,81007,Unwar,80235,361223858,,info@warmadewa.ac.id,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,Denpasar,Bali,Unggul,swasta,,
430,Universitas Sahid,31030,USAHID,12870,21831281315,,humas@sahid.ac.id,Jl Prof Dr Soepomo Sh No 84,Administrasi Kepulauan Seribu,DKI Jakarta,Baik Sekali,swasta,,
431,Universitas Mercu Buana Yogyakarta,51019,UMB Yogyakarta,55753,2746498212,,humas@mercubuana-yogya.ac.id,"Kampus I : Jalan Wates KM 10 Yogyakarta 55753
Kampus II : Jalan Jembatan Merah 8",Bantul,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
432,Universitas Boyolali,61035,UBY,57145,276321328,,rektor@uby.ac.id,Jalan Adi Sucipto 170 Karangasem,Boyolali,Jawa Tengah,Baik,swasta,,
433,Universitas Sultan Ageng Tirtayasa,1042,Untirta,42118,2543204321,,humas@untirta.ac.id,"Jl Raya Palka KM. 03 Sindangsari, Kec. Pabuaran, Kab. Serang, Provinsi Banten",Serang,Banten,Baik Sekali,negeri,,
434,Universitas Islam Kuantan Singingi,171023,UNIKS,29563,8117675900,,uniksjaya@gmail.com,Jl. Gatot Subroto KM 7 Jake Teluk Kuantan Kabupaten kuantan Singingi Provinsi Ri,Kuantan Singingi,Riau,Baik,swasta,,
435,Universitas Muhammadiyah Bengkulu,21010,UMB,38119,(0736) 22765,,humas@umb.ac.id,Jalan Bali Kota Bengkulu 38119,Bengkulu,Bengkulu,Baik Sekali,swasta,,
436,Universitas KH. A. Wahab Hasbullah,71081,Unwaha,61451,321853533,,unwaha@unwaha.ac.id,"Jl. Garuda No. 9, Tambak Beras - Jombang",Jombang,Jawa Timur,Baik,swasta,,
437,Universitas Padjadjaran,1007,Unpad,45363,2284288888,,layanan.pddikti@unpad.ac.id,Jalan Raya Bandung Sumedang KM 21 Jatinangor,Sumedang,Jawa Barat,Unggul,negeri,661.0,7.0
438,Universitas Semarang,61017,U S M,50196,024 6702757,,univ_smg@usm.ac.id,Jalan  Soekarno Hatta,Semarang,Jawa Tengah,Baik Sekali,swasta,,
439,Universitas Islam Negeri Raden Fatah Palembang,201009,UIN RFP,30126,711354668,,uin@radenfatah.ac.id,"Jl.Prof.K.H.Zainal Abidin Fikri KM.3,5 Palembang Sumatera Selatan",Palembang,Sumatera Selatan,Unggul,swasta,,
440,Universitas Muhammadiyah Maluku Utara,121005,UMMU,97712,9213123979,,ummuternate@gmail.com,"JALAN KH AHMAD DAHLAN NO 100
KEL SASA, KOTA TERNATE PROVINSI MALUKU UTARA",Ternate,Maluku Utara,Baik Sekali,swasta,,
441,Universitas Pendidikan Indonesia,1034,UPI,40154,222013163,,sekuniv_upi@upi.edu,Jalan Dr Setiabudhi No 229,Bandung,Jawa Barat,Unggul,negeri,1204.0,17.0
442,Universitas Sintuwu Maroso Poso,161004,UNSIMAR,94619,45221257,,humas@unsimar.ac.id,Jalan Pulau Timor No 1,Poso,Sulawesi Tengah,Baik Sekali,swasta,,
443,Universitas Soerjo,71045,UNSOER NGAWI,63217,351749358,,universitas@unsoer.ac.id,"Jalan Cepu Km 3 Ngawi, Jawa Timur Indonesia",Ngawi,Jawa Timur,Baik,swasta,,
444,Universitas Sultan Fatah,61032,UNISFAT,59571,291688227,,info@unisfat.ac.id,Jl. Diponegoro No. 1B Jogoloyo Demak,Demak,Jawa Tengah,Baik,swasta,,
445,Universitas Balikpapan,111006,UNIBA,76114,542764205,,info@uniba-bpn.ac.id,Jl Aipda KS Tubun Kelurahan Gunung Bahagia,Balikpapan,Kalimantan Timur,Baik Sekali,swasta,,
446,Universitas Nusa Mandiri,31069,UNM,13620,(021)28534471,,rektorat@nusamandiri.ac.id,"Jalan Jatiwaringin Raya No. 02 RT 08 RW 013 Kelurahan Cipinang Melayu Kecamatan Makasar Jakarta Timur Kode Pos 13620 Telp. (021) 28534236, (021) 28534471, (021) 28534390, Email: rektorat@nusamandiri.ac.id",Administrasi Jakarta Timur,DKI Jakarta,Baik Sekali,swasta,,
447,Universitas PGRI Palangka Raya,111015,UPP,73112,0536 3213453,,univ.pgri.palangkaraya@gmail.com,Jl Hiu Putih Tjilik Riwut Km 7 Palangka Raya,Palangkaraya,Kalimantan Tengah,Baik,swasta,,
448,Institut Sains Dan Teknologi Nasional,32004,ISTN,12640,(021) 7270090,,admin@istn.ac.id,Jalan M Kahfi II Jagakarsa Bumi Srengseng Indah,Depok,Jawa Barat,Baik Sekali,swasta,,
449,Universitas Surabaya,71004,UBAYA,60284,312981100,,rektorat@unit.ubaya.ac.id,Jalan Ngagel Jaya Selatan 169 Surabaya,Surabaya,Jawa Timur,Unggul,swasta,,
450,Universitas Mataram,1016,UNRAM,83125,370633007,,rektor@unram.ac.id,Jalan Majapahit No 62,Mataram,Nusa Tenggara Barat,Baik Sekali,negeri,1407.0,26.0
451,Universitas Islam Sultan Agung,61002,UNISSULA,50112,(024)6583584,,informasi@unissula.ac.id,"Jalan Raya Kaligawe Km 4, Terboyo Kulon, Gunuk",Semarang,Jawa Tengah,Unggul,swasta,,
452,Universitas Gadjah Mada,1001,UGM,55281,2746492599,,setr@ugm.ac.id,Bulaksumur,Yogyakarta,Daerah Istimewa Yogyakarta,Unggul,negeri,263.0,2.0
453,Universitas Islam Nahdlatul Ulama Jepara,61037,UNISNU JEPARA,59427,291595320,,info@unisnu.ac.id,Jl. Taman siswa Pekeng Tahunan Jepara,Jepara,Jawa Tengah,Baik Sekali,swasta,,
454,Universitas Wiraraja,71058,UNIJA,69451,328664272,,rektorat@wiraraja.ac.id,"Jl. Raya Sumenep-Pamekasan Km 5 Patean, Sumenep",Sumenep,Jawa Timur,Baik Sekali,swasta,,
455,Universitas Siber Asia,31068,UNSIA,12550,(021)27806189,,asiacyberuni@mail.unsia.ac.id,"Menara, Jl. Harsono RM, Ragunan – Jakarta Selatan. Telp. (+6221) 27806189",Administrasi Jakarta Selatan,DKI Jakarta,Baik Sekali,swasta,,
456,Universitas Advent Indonesia,41011,UNAI,40067,222700161,,vpaa@unai.edu,"Jl Kolonel Masturi KM 3,5 Parongpong",Bandung Barat,Jawa Barat,Baik Sekali,swasta,,
457,Universitas Samawa,81016,UNSA,84313,0371625848 ; 21236,,sumbawaunsa@gmail.com,Jl. Raya Bay Pass Sering Sumbawa Besar - NTB,Merauke,Papua Selatan,Baik,swasta,,
458,Universitas Buana Perjuangan Karawang,41062,UBP Karawang,41361,85886599106,,info@ubpkarawang.ac.id,"Jl. H.S. Ronggowaluyo, Teluk Jambe, Karawang",Karawang,Jawa Barat,Baik Sekali,swasta,,
459,Institut Digital Ekonomi LPKIA,42022,IDE LPKIA,40266,227564283,,sekretariat@lpkia.ac.id,Jl. Soekarno Hatta No. 456,Bandung,Jawa Barat,Baik,swasta,,
460,Universitas Dhyana Pura,81029,UNDHIRA,80361,361426450,,undhirabali@undhirabali.ac.id,"Br. Tegaljaya, Dalung, Kuta Utara, Badung, Bali",Denpasar,Bali,Baik Sekali,swasta,,
461,Institut Teknologi dan Bisnis Kalbis,32013,,13210,2147883900,,ssa@kalbis.ac.id,Jl. Pulomas Selatan Kav. 22,Administrasi Jakarta Pusat,DKI Jakarta,Baik Sekali,swasta,,
462,Universitas Islam KH. Ruhiat Cipasung,211008,UNIK CIPASUNG,46417,82240398897,,info@unik-cipasung.ac.id,"Jl.Muktamar NU.No.1 Cipasung, Cipakat, Singaparna",Tasikmalaya,Jawa Barat,Baik,swasta,,
463,Institut Seni Indonesia Yogyakarta,2005,ISI Yogyakarta,55001,"0274379133, 373659",,arts@isi.ac.id,"Jalan Parangtritis Km 6,5 Sewon, Bantul",Bantul,Daerah Istimewa Yogyakarta,Unggul,negeri,,
464,Institut Bisnis Dan Teknologi Pelita Indonesia,172005,IBTPI,28127,76124418,,IBTPI@pelitaindonesia.ac.id,Jl. Jend. Ahmad Yani No 78-88 Pekanbaru,Tapanuli Tengah,Sumatera Utara,Baik Sekali,swasta,,
465,Universitas Negeri Gorontalo,1047,UNG,96128,(0435)821125,,rektorat@ung.ac.id,Jalan Jenderal Sudirman No 6 Kec. Kota Tengah Kel. Wumialo,Gorontalo,Gorontalo,Unggul,negeri,,
466,Universitas Kader Bangsa,21017,UKB,30129,7.11E+14,,info@ukb.ac.id,Jl Mayjen HM Ryacudu No 88,Palembang,Sumatera Selatan,Baik Sekali,swasta,,
467,Institut Agama Islam Sunan Kalijogo Malang Jawa Timur,212074,IAI SKJ Malang,65155,0341  792669,,admin@iaiskjmalang.ac.id,"Jl. Keramat Ds Sukolilo Kec Jabung, Malang Jawa Timur",Malang,Jawa Timur,Baik,swasta,,
468,Universitas Muhammadiyah Purwokerto,61019,UMP,53182,281636751,,sekretariat@ump.ac.id,Jl Raya Dukuhwaluh Po Box 202,Banyumas,Jawa Tengah,Unggul,swasta,,
469,Universitas Surapati,31029,UNISPA,13630,218096948,,surapati184@gmail.com,Jalan Dewi Sartika 184-A Cawang Jakarta Timur,Administrasi Jakarta Timur,DKI Jakarta,Baik,swasta,,
470,Institut Agama Islam Muhammadiyah Kotamobagu,212067,IAIM Kotamobagu,95718,81243535445,,humas@iaikotamobagu.ac.id,"Jl Piere Tendean Gang Bohusami, RT 22 Rw 10 Lingkungan V Kel. Gogagoman Kec Kota",Kotamobagu,Sulawesi Utara,Baik,swasta,,
471,Universitas Muhammadiyah Kupang,151004,UMK,82558,3808438023,,info@unmuhkupang.ac.id,Jl KH Ahmad Dahlan No 17 Walikota Baru,Kupang,Nusa Tenggara Timur,Baik Sekali,swasta,,
472,Universitas KH. Bahaudin Mudhary Madura,71098,UNIBA MADURA,69451,(0328) 6771010,,admin@unibamadura.ac.id,"Jl. raya Lenteng No. 10, Desa Batuan, Kec. Batuan",Sumenep,Jawa Timur,Baik,swasta,,
473,Institut Agama Islam Sunan Giri (INSURI) Ponorogo,212011,,63491,(0352)461037,,insuri_po@yahoo.com/insuri@insuriponorogo.ac.id,JL.BATORO KATONG 32 PONOROGO,Ponorogo,Jawa Timur,Baik,swasta,,
474,Universitas Yapis Papua,141003,UNIYAP,99115,967534012,,pdata_uniyap@ymail.com,Jl Sam Ratulangi No 11,Jayapura,Papua,Baik Sekali,swasta,,
475,Universitas Internasional Batam,171011,UIB,29442,"77,860,029,997,437,100",,info@uib.ac.id,Jl Gajah Mada Baloi Sei Ladi,Batam,Kepulauan Riau,Baik Sekali,swasta,,
476,Universitas Tribuana Kalabahi,151009,Untrib Kalabahi,12345,3862222882,,untribkalabahi@yahoo.co.id,"Jl. Soekarno-Hatta , Batunirwala, Kalabahi",Alor,Nusa Tenggara Timur,Baik,swasta,,
477,Institut Informatika Indonesia Surabaya,72014,IKADO Surabaya,60189,(031)7346375,,kontak@ikado.ac.id,Jalan Raya Sukomanunggal Jaya No. 3,Surabaya,Jawa Timur,Baik,swasta,,
478,Institut Agama Islam Negeri Kerinci,202036,IAIN KERINCI,37112,74821065,,info@iainkerinci.ac.id,"Jalan Kapten Muradi, Desa Sungai Liuk, Kecamatan Pesisir Bukit Kota Sungai Penuh",Sungai Penuh,Jambi,Baik Sekali,swasta,,
479,Universitas Sisingamangaraja XII Tapanuli Utara,11018,UNITA,22476,63341017,,unita_smrajaxii@yahoo.com,Jl Sisingamangaraja XII No 9 Silangit,Aceh Tenggara,Aceh,Baik Sekali,swasta,,
480,Institut Daarul Qur'an Jakarta,212089,IDAQU,15147,2131118118,,institutdaqu@idaqu.ac.id,"Jl. Thamrin Ketapang No 35 RT 07/05 Ketapang, Cipondoh Kota Tangerang Propinsi Banten Kode Pos 15147",Tangerang,Banten,Baik,swasta,,
481,Institut Elkatarie,212095,INSTITA,83612,81337252603,,elkatarie@gmail.com,"Jl. Taman Sari Dusun Kembang Kuning Sepakat, Desa Banjar Sari, Kecamatan Labuhan Haji, Kabupaten Lombok Timur, Provinsi Nusa Tenggara Barat",Lombok Timur,Nusa Tenggara Barat,Baik,swasta,,
482,Universitas Islam Balitar,71070,UNISBA Blitar,66131,342813145,,lembaga@unisbablitar.ac.id,Jalan Majapahit No 4,Blitar,Jawa Timur,Baik Sekali,swasta,,
483,Institut Agama Islam Tazkia,212085,IAI Tazkia,16810,021 87962291,,institute@tazkia.ac.id,"Jalan Ir. H. Djuanda Nomor 78 Sentul City, Kelurahan/Desa Citaringgul, Kecamatan Babakan Madang, Kabupaten Bogor, Provinsi Jawa Barat",Nunukan,Kalimantan Utara,Baik Sekali,swasta,,
484,Institut Teknologi Sepuluh Nopember,2002,,60111,03159942514 (1132),,dptsi@its.ac.id,Kampus ITS Sukolilo,Surabaya,Jawa Timur,Unggul,negeri,622.0,6.0
485,Universitas Cenderawasih,1018,Uncen,99358,967572108,,rektorat@uncen.ac.id,Kampus Uncen Waena Jl Camp Wolker,Jayapura,Papua,Baik Sekali,negeri,,
486,Universitas Bale Bandung,41048,UNIBBA,40258,022 5940443,,rektorat@unibba.ac.id,Jl Raa Wiranatakusumah Baleendah,Bandung,Jawa Barat,Baik Sekali,swasta,,
487,Universitas Slamet Riyadi,61006,UNISRI,57136,271853839,,info@unisri.ac.id,Jalan Sumpah Pemuda No. 18 Kadipiro Banjarsari Surakarta Jawa Tengah,Surakarta,Jawa Tengah,Baik Sekali,swasta,,
488,Universitas Negeri Surabaya,1039,Unesa,60231,3199423002,,rektor@unesa.ac.id,Jalan Ketintang,Surabaya,Jawa Timur,Unggul,negeri,,
489,Universitas 45 Surabaya,71016,univ45,60256,(031) 5611214,,info@univ45sby.ac.id,Jalan Mayjen Sungkono,Surabaya,Jawa Timur,Baik,swasta,,
490,Institut Teknologi Padang,102002,ITP,25143,7517055202,,info@itp.ac.id,Jalan Gajah Mada Kandis Nanggalo,Padang,Sumatera Barat,Baik Sekali,swasta,,
491,Universitas Efarina,11044,UNEFA,21162,"(0622) 29844, 331578",,universitasefarina@gmail.com,Jl. Sutomo Griya Hapoltakan Pematang Raya - Simalungun Kav 1-10,Simalungun,Sumatera Utara,Baik,swasta,,
492,Universitas Widya Gama Mahakam Samarinda,111007,UWGM,75124,0541 4121117,,uwigama@gmail.com / uwigama@uwgm.ac.id,"Kampus Biru,Gedung UWIGAMA,Jl.K.H.Wahid Hasyim,Sempaja
Samarinda 75124 - Kalima",Samarinda,Kalimantan Timur,Baik Sekali,swasta,,
493,Universitas Islam Negeri Syarif Hidayatullah,201001,UIN Jakarta,15412,217401925,,humas@apps.uinjkt.ac.id,Jl Ir H Juanda No 95 Ciputat,Tangerang Selatan,Banten,Unggul,swasta,,
494,Universitas Krisnadwipayana,31008,,13077,846222931,,marketing@unkris.ac.id,Kampus UNKRIS Jatiwaringin PO Box 7774/Jat.CM,Bekasi,Jawa Barat,Baik Sekali,swasta,,
495,Universitas Teuku Umar,1058,UTU,23615,6557110535,,info@utu.ac.id,#NAME?,Aceh Barat,Aceh,Baik Sekali,negeri,,
496,Universitas Bina Nusantara,31038,UBINUS,11480,215345830,,veronica@binus.edu,Jl KH Syahdan No 9 Palmerah,Administrasi Jakarta Barat,DKI Jakarta,Unggul,swasta,1001.0,10.0
497,Universitas Kristen Satya Wacana,61001,UKSW,50711,298321212,,rektor@uksw.edu,Jalan Diponegoro 52-60,Salatiga,Jawa Tengah,Unggul,swasta,,
498,Institut Agama Islam Al-Qur'an Al-Ittifaqiah Indralaya,212105,IAIQI INDRALAYA,30862,711580793,,iaiqiindralaya@gmail.com,Jln. Lintas Timur Km. 36 Indralaya,Ogan Ilir,Sumatera Selatan,Baik,swasta,,
499,Universitas Patompo,91075,UP,90222,8124154083,,univ.patompo@gmail.com,Jl. Inspeksi Kanal Citraland No. 10 Kecamatan Rappocini,Makassar,Sulawesi Selatan,Baik,swasta,,
500,Universitas Muhammadiyah Gresik,71059,UMG,61121,313951414,,info@umg.ac.id,Jalan Sumatera No 101 Gresik Kota Baru (GKB) Gresik,Gresik,Jawa Timur,Baik Sekali,swasta,,
501,Universitas Pesantren Tinggi Darul  ulum,71065,UNIPDU,61481,321873655,,rektorat@unipdu.ac.id,Tromol Pos 10 Peterongan Ponpes Darul Ulum Jombang,Jombang,Jawa Timur,Baik Sekali,swasta,,
502,Universitas Darwan Ali,111018,UNDA,12345,: 0531  33336,,info@unda.ac.id,Sampit,Kotawaringin Timur,Kalimantan Tengah,Baik,swasta,,
503,Institut Teknologi Yogyakarta,52005,ITY,55198,274566863,,info@ity.ac.id,Jalan Janti KM 4 Gedongkuning,Bantul,Daerah Istimewa Yogyakarta,Baik,swasta,,
504,Universitas Dwijendra,81005,UNDWI,80233,361224383,,universitasdwijendra@yahoo.co.id,Jalan Kamboja No. 17,Denpasar,Bali,Baik Sekali,swasta,,
505,Universitas Kristen Palangka Raya,111010,UKPR,73113,"53,632,222,053,307,400",,INFO@UNKRIP.AC.ID,"Jalan RTA Milono Km 8,5",Katingan,Kalimantan Tengah,Baik,swasta,,
506,Universitas Negeri Manado,1035,,95618,4321321845,,info@unima.ac.id,Jalan Kampus Unima,Minahasa,Sulawesi Utara,Baik Sekali,negeri,,
507,Institut Agama Islam Qomaruddin Gresik,212043,IAIQ,61152,(031)3949500,,iaiqomaruddin@yahoo.co.id,"Jln. Raya Bungah No. 01, Bungah, Gresik",Gresik,Jawa Timur,Baik,swasta,,
508,Universitas IPWIJA,31075,UNIP,13750,2122819921,,contact@ipwija.ac.id,"Jl. H. Baping No. 17, Kelurahan Susukan, Kecamatan Ciracas",Administrasi Jakarta Timur,DKI Jakarta,Baik Sekali,swasta,,
509,Universitas Teknologi Nusantara,41050,UTN,16158,(0251) 7508866,,sekretariat.utn@gmail.com,Jl. Raya Pemda Pangkalan II No. 66,Bogor,Jawa Barat,Baik,swasta,,
